"","Incident.Number","Call.Date.Time","Location","Incident.Type","Other","Individual","Dispositions","Race","Gender","AgeRange","Reason","Enforcement","CarSearch","lat","long","Arrest","Emergency.Psych.Eval","Hour","Day"
"10991","2016-00004371",2016-01-22 21:11:00,"1600 BLOCK PRINCE ST","T",NA,1,"HM2TWN","Hispanic","M","2","Traffic","Warning","No Search",37.8517763,-122.276416,"Not Arrested","No",21,"6"
"10992","2016-00004372",2016-01-22 21:12:00,"FAIRVIEW ST / SACRAMENTO ST","1194B",NA,1,"WM4TWN","White","M","4","Traffic","Warning","No Search",37.8497125,-122.278107,"Not Arrested","No",21,"6"
"10993","2016-00004373",2016-01-22 21:17:00,"1600 BLOCK RUSSELL ST","1196",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8552306,-122.2772092,"Not Arrested","No",21,"6"
"10994","2016-00004374",2016-01-22 21:18:00,"UNIVERSITY AVE / TENTH ST","1194","P",1,"BM4RAS","Black","M","4","Reasonable Suscipcion","Arrest","Search",37.8688246,-122.2932768,"Arrested","No",21,"6"
"10995","2016-00004378",2016-01-22 21:45:00,"RUSSELL ST / SAN PABLO AVE","T",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.8536145,-122.2870795,"Not Arrested","No",21,"6"
"10996","2016-00004382",2016-01-22 22:05:00,"FOURTH ST / BANCROFT WAY","T",NA,1,"AM2IWS","Asian","M","2","Investigation","Warning","Search",37.8630717,-122.2984026,"Not Arrested","No",22,"6"
"10997","2016-00004383",2016-01-22 22:19:00,"BENVENUE AVE / DERBY ST","T",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.8617274,-122.2548206,"Not Arrested","No",22,"6"
"10998","2016-00004388",2016-01-22 22:30:00,"DWIGHT WAY / DANA ST","T",NA,1,"WF4TWN","White","F","4","Traffic","Warning","No Search",37.8648334,-122.2607244,"Not Arrested","No",22,"6"
"10999","2016-00004395",2016-01-22 23:02:00,"BONAR ST / UNIVERSITY AVE","T",NA,1,"AM4TWN","Asian","M","4","Traffic","Warning","No Search",37.8697553,-122.2875161,"Not Arrested","No",23,"6"
"11000","2016-00004399",2016-01-22 23:39:00,"TELEGRAPH AVE / DURANT AVE","1194",NA,1,"BM2IWN","Black","M","2","Investigation","Warning","No Search",37.867814,-122.2589767,"Not Arrested","No",23,"6"
"11001","2016-00004408",2016-01-23 00:07:00,"CENTER ST / SHATTUCK AVE","T",NA,1,"AM2TWN","Asian","M","2","Traffic","Warning","No Search",37.8703057,-122.2680389,"Not Arrested","No",0,"7"
"11002","2016-00004418",2016-01-23 01:03:00,"CHANNING WAY / BOWDITCH ST","T",NA,1,"OM2TWN","Other","M","2","Traffic","Warning","No Search",37.8672098,-122.2565217,"Not Arrested","No",1,"7"
"11003","2016-00004431",2016-01-23 02:29:00,"BANCROFT WAY / CURTIS ST","T",NA,1,"BF2TWN","Black","F","2","Traffic","Warning","No Search",37.8648854,-122.2886182,"Not Arrested","No",2,"7"
"11004","2016-00004432",2016-01-23 02:33:00,"ALLSTON WAY / SACRAMENTO ST","T",NA,1,"WM2TWN","White","M","2","Traffic","Warning","No Search",37.8674161,-122.2815695,"Not Arrested","No",2,"7"
"11005","2016-00004436",2016-01-23 03:18:00,"SEVENTH ST / CARLETON ST","T",NA,1,"WM3TWN","White","M","3","Traffic","Warning","No Search",37.8569533,-122.2930118,"Not Arrested","No",3,"7"
"11006","2016-00004514",2016-01-23 16:44:00,"CEDAR ST / SIXTH ST","T",NA,1,"AF2TWN","Asian","F","2","Traffic","Warning","No Search",37.8741062,-122.2996236,"Not Arrested","No",16,"7"
"11007","2016-00004517",2016-01-23 17:06:00,"SAN PABLO AVE / BLAKE ST","T",NA,1,"BF4TCN","Black","F","4","Traffic","Citation","No Search",37.8602351,-122.2893435,"Not Arrested","No",17,"7"
"11008","2016-00004531",2016-01-23 18:45:00,"EIGHTH ST / CARLETON ST","T","TOW",1,"BF2TCS","Black","F","2","Traffic","Citation","Search",37.8572288,-122.2919013,"Not Arrested","No",18,"7"
"11009","2016-00004555",2016-01-23 20:55:00,"HEARST AVE / SIXTH ST","1196",NA,1,"WM3IWN","White","M","3","Investigation","Warning","No Search",37.8693195,-122.2980949,"Not Arrested","No",20,"7"
"11010","2016-00004556",2016-01-23 21:06:00,"SEVENTH ST / UNIVERSITY AVE","T",NA,1,"BM2TWS","Black","M","2","Traffic","Warning","Search",37.868252,-122.2966456,"Not Arrested","No",21,"7"
"11011","2016-00004557",2016-01-23 21:08:00,"MABEL ST / RUSSELL ST","T",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.8540787,-122.284347,"Not Arrested","No",21,"7"
"11012","2016-00004559",2016-01-23 21:14:00,"BROWNING ST / CHANNING WAY","T",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.863238,-122.2872414,"Not Arrested","No",21,"7"
"11013","2016-00004561",2016-01-23 21:24:00,"DERBY ST / REGENT ST","T",NA,1,"WF2TWN","White","F","2","Traffic","Warning","No Search",37.8615697,-122.2574583,"Not Arrested","No",21,"7"
"11014","2016-00004563",2016-01-23 21:38:00,"TELEGRAPH AVE / HASTE ST","T",NA,1,"WM2TWN","White","M","2","Traffic","Warning","No Search",37.8660242,-122.2586271,"Not Arrested","No",21,"7"
"11015","2016-00004567",2016-01-23 21:52:00,"PARKER ST / REGENT ST","T",NA,1,"WF2TCN","White","F","2","Traffic","Citation","No Search",37.8633594,-122.2576071,"Not Arrested","No",21,"7"
"11016","2016-00004570",2016-01-23 22:02:00,"WOOLSEY ST / ADELINE ST","T",NA,1,"WF2TWN","White","F","2","Traffic","Warning","No Search",37.8519295,-122.2700332,"Not Arrested","No",22,"7"
"11017","2016-00004578",2016-01-23 22:18:00,"PARKER ST / FULTON ST","T",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8624586,-122.2648681,"Not Arrested","No",22,"7"
"11018","2016-00004579",2016-01-23 22:21:00,"CHANNING WAY / SHATTUCK AVE","T",NA,1,"HM2TCS","Hispanic","M","2","Traffic","Citation","Search",37.8658022,-122.2675057,"Not Arrested","No",22,"7"
"11019","2016-00004581",2016-01-23 22:23:00,"CEDAR ST / M L KING JR WAY","T",NA,1,"AM2TWN","Asian","M","2","Traffic","Warning","No Search",37.8778288,-122.2737079,"Not Arrested","No",22,"7"
"11020","2016-00004582",2016-01-23 22:24:00,"OREGON ST / M L KING JR WAY","T",NA,1,"WM3TWN","White","M","3","Traffic","Warning","No Search",37.8570557,-122.2713947,"Not Arrested","No",22,"7"
"11021","2016-00004583",2016-01-23 22:30:00,"ASHBY AVE / HILLEGASS AVE","T",NA,1,"AF2TWN","Asian","F","2","Traffic","Warning","No Search",37.8567208,-122.2555046,"Not Arrested","No",22,"7"
"11022","2016-00004587",2016-01-23 22:49:00,"ADDISON ST / SIXTH ST","T",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8667178,-122.2972542,"Not Arrested","No",22,"7"
"11023","2016-00004604",2016-01-24 00:00:00,"1400 BLOCK ADA ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8789872,-122.2852395,"Not Arrested","No",0,"1"
"11024","2016-00004625",2016-01-24 02:02:00,"2100 BLOCK CHANNING WAY","T",NA,1,"WM2TCN","White","M","2","Traffic","Citation","No Search",37.865799,-122.266847,"Not Arrested","No",2,"1"
"11025","2016-00004631",2016-01-24 02:33:00,"TELEGRAPH AVE / CHANNING WAY","1194",NA,1,"WM2TWN","White","M","2","Traffic","Warning","No Search",37.866914,-122.2587858,"Not Arrested","No",2,"1"
"11026","2016-00004634",2016-01-24 03:16:00,"1900 BLOCK FOURTH ST","T",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.868193,-122.300392,"Not Arrested","No",3,"1"
"11027","2016-00004637",2016-01-24 03:30:00,"SHATT/KITTRIDGE","1194",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8684776,-122.2679492,"Not Arrested","No",3,"1"
"11028","2016-00004639",2016-01-24 03:47:00,"BOLIVAR DR / ADDISON ST","T",NA,1,"HM2TWN","Hispanic","M","2","Traffic","Warning","No Search",37.865729,-122.302119,"Not Arrested","No",3,"1"
"11029","2016-00004640",2016-01-24 03:55:00,"BOLIVAR DR / BANCROFT WAY","1196",NA,1,"BF2TWN","Black","F","2","Traffic","Warning","No Search",37.8626387,-122.3005186,"Not Arrested","No",3,"1"
"11030","2016-00004662",2016-01-24 09:20:00,"37.8529197501924~-122.269964122886","T",NA,1,"BM4TCN","Black","M","4","Traffic","Citation","No Search",37.8529197501924,-122.269964122886,"Not Arrested","No",9,"1"
"11031","2016-00004710",2016-01-24 14:44:00,"ADDISON ST / SHATTUCK AVE","1194",NA,1,"WM4RCN","White","M","4","Reasonable Suscipcion","Citation","No Search",37.8711683,-122.2682847,"Not Arrested","No",14,"1"
"11032","2016-00004713",2016-01-24 15:34:00,"2500 BLOCK TELEGRAPH AVE","1194",NA,1,"OM3RCN","Other","M","3","Reasonable Suscipcion","Citation","No Search",37.8649541,-122.2589126,"Not Arrested","No",15,"1"
"11033","2016-00004714",2016-01-24 15:45:00,"SACRAMENTO ST / CEDAR ST","T",NA,1,"WF3TWS","White","F","3","Traffic","Warning","Search",37.8766966,-122.2825785,"Not Arrested","No",15,"1"
"11034","2016-00004720",2016-01-24 16:12:00,"ADDISON ST / BYRON ST","T",NA,1,"WM2TCN","White","M","2","Traffic","Citation","No Search",37.8683412,-122.2903689,"Not Arrested","No",16,"1"
"11035","2016-00004730",2016-01-24 17:22:00,"STUART ST / TELEGRAPH AVE","T",NA,1,"AM1TWN","Asian","M","1","Traffic","Warning","No Search",37.8595432,-122.2592466,"Not Arrested","No",17,"1"
"11036","2016-00004735",2016-01-24 17:57:00,"37.8730883810001~-122.305532842","T",NA,1,"HM3TWN","Hispanic","M","3","Traffic","Warning","No Search",37.8730883810001,-122.305532842,"Not Arrested","No",17,"1"
"11037","2016-00004737",2016-01-24 18:12:00,"UNIVERSITY AVE / SIXTH ST","T",NA,1,"HM2TWN","Hispanic","M","2","Traffic","Warning","No Search",37.868032,-122.2977077,"Not Arrested","No",18,"1"
"11038","2016-00004738",2016-01-24 18:13:00,"UNIVERSITY AVE / M L KING JR WAY","T",NA,1,"BF4TCN","Black","F","4","Traffic","Citation","No Search",37.8716087,-122.2730269,"Not Arrested","No",18,"1"
"11039","2016-00004740",2016-01-24 18:29:00,"SAN PABLO AVE / ALLSTON WAY","T",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8663933,-122.2911943,"Not Arrested","No",18,"1"
"11040","2016-00004748",2016-01-24 19:10:00,"BOWDITCH ST / DURANT AVE","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8681063,-122.2567029,"Not Arrested","No",19,"1"
"11041","2016-00004750",2016-01-24 19:17:00,"ADELINE ST / ALCATRAZ AVE","T",NA,1,"WF4TWN","White","F","4","Traffic","Warning","No Search",37.8487531,-122.2713266,"Not Arrested","No",19,"1"
"11042","2016-00004752",2016-01-24 19:23:00,"1900 BLOCK WARD ST","T",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.8587645,-122.2713684,"Not Arrested","No",19,"1"
"11043","2016-00004753",2016-01-24 19:28:00,"CARLETON ST / MCGEE AVE","T","TOW",1,"BM3TCN","Black","M","3","Traffic","Citation","No Search",37.8601662,-122.2759931,"Not Arrested","No",19,"1"
"11044","2016-00004758",2016-01-24 19:52:00,"JEFFERSON AVE / DWIGHT WAY","T",NA,1,"OM1TWN","Other","M","1","Traffic","Warning","No Search",37.8626194,-122.2777959,"Not Arrested","No",19,"1"
"11045","2016-00004760",2016-01-24 20:10:00,"2400 BLOCK NINTH ST","1196",NA,1,"HM3TWN","Hispanic","M","3","Traffic","Warning","No Search",37.8623849,-122.2924084,"Not Arrested","No",20,"1"
"11046","2016-00004762",2016-01-24 20:21:00,"UNIVERSITY AVE / SACRAMENTO ST","T",NA,1,"BM3TCS","Black","M","3","Traffic","Citation","Search",37.8704594,-122.2820309,"Not Arrested","No",20,"1"
"11047","2016-00004763",2016-01-24 20:23:00,"DURANT/BOWDITCH","T",NA,1,"WM4TWN","White","M","4","Traffic","Warning","No Search",37.8681063,-122.2567029,"Not Arrested","No",20,"1"
"11048","2016-00004767",2016-01-24 21:11:00,"SAN PABLO AVE / OREGON ST","T",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.8549017,-122.2876222,"Not Arrested","No",21,"1"
"11049","2016-00004768",2016-01-24 21:19:00,"TELEGRAPH AVE / DWIGHT WAY","T",NA,1,"OM2TCN","Other","M","2","Traffic","Citation","No Search",37.8651365,-122.2584315,"Not Arrested","No",21,"1"
"11050","2016-00004770",2016-01-24 21:31:00,"HEARST AVE / ARCH ST","T",NA,1,"WM2TCN","White","M","2","Traffic","Citation","No Search",37.8745441,-122.2639584,"Not Arrested","No",21,"1"
"11051","2016-00004771",2016-01-24 21:44:00,"UNI/ACTON","T",NA,1,"AM4TWN","Asian","M","4","Traffic","Warning","No Search",37.8700631,-122.2842597,"Not Arrested","No",21,"1"
"11052","2016-00004775",2016-01-24 21:50:00,"EIGHTH ST / HEARST AVE","T",NA,1,"BF4TCN","Black","F","4","Traffic","Citation","No Search",37.869758,-122.2959331,"Not Arrested","No",21,"1"
"11053","2016-00004777",2016-01-24 21:56:00,"ADELINE ST / RUSSELL ST","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.856268,-122.2687132,"Not Arrested","No",21,"1"
"11054","2016-00004784",2016-01-24 22:22:00,"ASHBY AVE / COLLEGE AVE","T",NA,1,"WM2TWN","White","M","2","Traffic","Warning","No Search",37.8570436,-122.2530418,"Not Arrested","No",22,"1"
"11055","2016-00004788",2016-01-24 22:27:00,"CLAREMONT AVE / AVALON AVE","T",NA,1,"OM2TWN","Other","M","2","Traffic","Warning","No Search",37.8598266,-122.2443783,"Not Arrested","No",22,"1"
"11056","2016-00004789",2016-01-24 22:32:00,"RUSSELL ST / CLAREMONT AVE","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8590106,-122.2445519,"Not Arrested","No",22,"1"
"11057","2016-00004791",2016-01-24 22:48:00,"CESAR CHAVEZ PARK/SPINNAKER","1196",NA,1,"BF2IWN","Black","F","2","Investigation","Warning","No Search",37.8700977,-122.3173785,"Not Arrested","No",22,"1"
"11058","2016-00004792",2016-01-24 22:54:00,"ADELINE ST / OREGON ST","T","M",1,"BM3TWS","Black","M","3","Traffic","Warning","Search",37.857428,-122.2682845,"Not Arrested","No",22,"1"
"11059","2016-00004793",2016-01-24 22:56:00,"UNI/8TH","T",NA,1,"HM2TWN","Hispanic","M","2","Traffic","Warning","No Search",37.8684859,-122.2955316,"Not Arrested","No",22,"1"
"11060","2016-00004795",2016-01-24 23:06:00,"2ND/HEARTS","1196",NA,1,"WM4IWN","White","M","4","Investigation","Warning","No Search",37.8684184,-122.3025391,"Not Arrested","No",23,"1"
"11061","2016-00004797",2016-01-24 23:13:00,"SP/65","T",NA,1,"WM2TWN","White","M","2","Traffic","Warning","No Search",37.8715926,-122.272747,"Not Arrested","No",23,"1"
"11062","2016-00004798",2016-01-24 23:15:00,"SEAWALL/HISLORDSHIP","1196",NA,1,"BM4IWN","Black","M","4","Investigation","Warning","No Search",37.8715926,-122.272747,"Not Arrested","No",23,"1"
"11063","2016-00004830",2016-01-25 08:05:00,"SACRAMENTO ST/67","1194","M",1,"BF3IWN","Black","F","3","Investigation","Warning","No Search",37.851091,-122.2785653,"Not Arrested","No",8,"2"
"11064","2016-00004883",2016-01-25 13:37:00,"SHATTUCK AVE / KITTREDGE ST","1194",NA,1,"WM3RWN","White","M","3","Reasonable Suscipcion","Warning","No Search",37.8684776,-122.2679492,"Not Arrested","No",13,"2"
"11065","2016-00004895",2016-01-25 15:08:00,"POINT EMERY PARKING LOT","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8742978,-122.2529008,"Not Arrested","No",15,"2"
"11066","2016-00004898",2016-01-25 15:35:00,"CHANNING WAY / MILVIA ST","T",NA,1,"BM2TCN","Black","M","2","Traffic","Citation","No Search",37.8654556,-122.270051,"Not Arrested","No",15,"2"
"11067","2016-00004899",2016-01-25 15:46:00,"CENTER ST / MILVIA ST","T",NA,1,"BM4TCN","Black","M","4","Traffic","Citation","No Search",37.8699847,-122.2705579,"Not Arrested","No",15,"2"
"11068","2016-00004902",2016-01-25 16:01:00,"UNIVERSITY AVE / BONITA AVE","T",NA,1,"AF1KAS","Asian","F","1","Probation/Parole","Arrest","Search",37.8717526,-122.2718925,"Arrested","No",16,"2"
"11069","2016-00004903",2016-01-25 16:18:00,"UNIVERSITY AVE / SAN PABLO AVE","T",NA,1,"AF1KAS","Asian","F","1","Probation/Parole","Arrest","Search",37.8690521,-122.2921723,"Arrested","No",16,"2"
"11070","2016-00004909",2016-01-25 16:30:00,"SAN PABLO AVE / CEDAR ST","T",NA,1,"HM4TCN","Hispanic","M","4","Traffic","Citation","No Search",37.8752241,-122.2940302,"Not Arrested","No",16,"2"
"11071","2016-00004911",2016-01-25 16:50:00,"UNIVERSITY AVE / EIGHTH ST","T",NA,1,"BM2TCN","Black","M","2","Traffic","Citation","No Search",37.8684859,-122.2955316,"Not Arrested","No",16,"2"
"11072","2016-00004915",2016-01-25 17:15:00,"SACRAMENTO ST / PRINCE ST","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8515032,-122.2785297,"Not Arrested","No",17,"2"
