Incident Number,Call Date/Time,Location,Incident Type,Dispositions
2016-00018871,04/01/2016 08:13:00 PM,TELEGRAPH AVE / WOOLSEY ST,T,WF4TWN
2016-00018872,04/01/2016 08:16:00 PM,ALLSTON WAY / OXFORD ST,T,WF2TCN
2016-00018873,04/01/2016 08:17:00 PM,SIXTH ST / VIRGINIA ST,T,OM4TWN
2016-00018874,04/01/2016 08:20:00 PM,GILMAN ST / EIGHTH ST,T,WF3TWN
2016-00018877,04/01/2016 08:29:00 PM,CAMELIA ST / NINTH ST,T,"WF4TCS, WM2TCS, M"
2016-00018879,04/01/2016 08:35:00 PM,SACRAMENTO ST / CEDAR ST,T,WM3KAS
2016-00018881,04/01/2016 08:46:00 PM,SAN PABLO AVE / BANCROFT WAY,T,HF3TWN
2016-00018884,04/01/2016 08:51:00 PM,SAN PABLO AVE / CARLETON ST,T,OM3TWN
2016-00018885,04/01/2016 08:53:00 PM,SAN PABLO AVE / OREGON ST,T,BM3TWN
2016-00018888,04/01/2016 09:03:00 PM,DERBY ST / HILLEGASS AVE,T,OM2TWN
2016-00018889,04/01/2016 09:09:00 PM,GILMAN ST / SIXTH ST,T,HM4TWN
2016-00018890,04/01/2016 09:14:00 PM,UNIVERSITY AVE / WALNUT ST,T,WM3TWN
2016-00018891,04/01/2016 09:15:00 PM,MILVIA ST / ADDISON ST,T,WM4TCN
2016-00018894,04/01/2016 09:24:00 PM,UNIVERSITY AVE / BONITA AVE,T,BM2TWN
2016-00018895,04/01/2016 09:24:00 PM,SHATTUCK AVE / ADDISON ST,T,BF4TCN
2016-00018896,04/01/2016 09:27:00 PM,SACRAMENTO ST / OREGON ST,T,M
2016-00018902,04/01/2016 09:47:00 PM,ASHBY AVE / ELMWOOD AVE,T,WM4TWN
2016-00018904,04/01/2016 10:00:00 PM,CALIFORNIA ST / UNIVERSITY AVE,T,BM4TWS
2016-00018906,04/01/2016 10:06:00 PM,GAYLEY RD / RIMWAY RD,T,OF2TWN
2016-00018908,04/01/2016 10:10:00 PM,JULIA ST / SACRAMENTO ST,1196,P
2016-00018910,04/01/2016 10:25:00 PM,FULTON ST / DWIGHT WAY,T,WM4TWN
2016-00018914,04/01/2016 10:37:00 PM,BANCROFT WAY / PIEDMONT AVE,T,AM2TCN
2016-00018917,04/01/2016 10:46:00 PM,ASHBY AVE / ACTON ST,T,BF4TWN
2016-00018920,04/01/2016 10:58:00 PM,OXFORD ST / CENTER ST,T,AM3TWN
2016-00018922,04/01/2016 11:00:00 PM,BOWDITCH ST / CHANNING WAY,T,WM2TWN
2016-00018923,04/01/2016 11:01:00 PM,TELEGRAPH AVE / ALCATRAZ AVE,T,"HF1TWS, HM1TWS"
2016-00018924,04/01/2016 11:04:00 PM,DWIGHT WAY / SHATTUCK AVE,T,BM3TWN
2016-00018925,04/01/2016 11:05:00 PM,FOREST AVE / COLLEGE AVE,T,OM4TWN
2016-00018927,04/01/2016 11:21:00 PM,PIEDMONT AVE / DURANT AVE,T,WM2TCN
2016-00018928,04/01/2016 11:31:00 PM,SECOND ST / HARRISON ST,1194,P
2016-00018931,04/01/2016 11:34:00 PM,SACRAMENTO ST / PRINCE ST,T,OM3TWN
2016-00018932,04/01/2016 11:42:00 PM,PIEDMONT AVE / DWIGHT WAY,T,WF4TWN
2016-00018934,04/01/2016 11:52:00 PM,UNIVERSITY AVE / M L KING JR WAY,T,WM4TCN
2016-00018935,04/01/2016 11:52:00 PM,WOOLSEY ST / ADELINE ST,T,BF4TWN
2016-00018936,04/01/2016 11:59:00 PM,SAN PABLO AVE / GILMAN ST,T,BM2TWN
2016-00018937,04/02/2016 12:02:00 AM,DERBY ST / PIEDMONT AVE,T,WM3TWN
2016-00018938,04/02/2016 12:04:00 AM,DURANT AVE / ELLSWORTH ST,T,WM2TWN
2016-00018940,04/02/2016 12:04:00 AM,TELEGRAPH AVE / ALCATRAZ AVE,T,BM3TCS
2016-00018942,04/02/2016 12:14:00 AM,SECOND ST / HARRISON ST,1196,IN
2016-00018947,04/02/2016 12:27:00 AM,COLLEGE AVE / CHANNING WAY,1194,"AM2IWS, M"
2016-00018953,04/02/2016 12:45:00 AM,COLLEGE AVE / RUSSELL ST,T,BM3TWN
2016-00018958,04/02/2016 01:13:00 AM,2300 BLOCK TELEGRAPH AVE,1194,HM2IWN
2016-00018960,04/02/2016 01:18:00 AM,SECOND ST / GILMAN ST,T,BM3TWN
2016-00018963,04/02/2016 01:36:00 AM,UNIVERSITY AVE / SIXTH ST,T,BM2TWN
2016-00018969,04/02/2016 01:58:00 AM,UNIVERSITY AVE / SAN PABLO AVE,1194B,WM3TWS
2016-00018970,04/02/2016 02:00:00 AM,ADELINE ST / ESSEX ST,1194B,"AR, WM4TAS, M, P"
2016-00018972,04/02/2016 02:04:00 AM,DWIGHT WAY / MILVIA ST,T,HM4TWN
2016-00018975,04/02/2016 02:10:00 AM,80 BLOCK BOLIVAR DR,1196,M
2016-00018979,04/02/2016 02:24:00 AM,MCGEE AVE / DERBY ST,T,"AR, BM3TAS, P"
2016-00018980,04/02/2016 02:28:00 AM,FIFTH ST / DWIGHT WAY,1194,WM3TWN
2016-00018995,04/02/2016 08:20:00 AM,THE ALAMEDA / NAPA AVE,T,WM4TWN
2016-00019001,04/02/2016 09:35:00 AM,JOSEPHINE ST / ROSE ST,T,WM2TWN
2016-00019003,04/02/2016 09:47:00 AM,BONITA AVE / YOLO AVE,T,AF4TWN
2016-00019004,04/02/2016 09:57:00 AM,MILVIA ST / CEDAR ST,T,AM2TWN
2016-00019005,04/02/2016 09:58:00 AM,ROSE ST / M L KING JR WAY,T,HM3TWN
2016-00019006,04/02/2016 10:24:00 AM,CEDAR ST / ACTON ST,T,WF2TCN
2016-00019013,04/02/2016 11:16:00 AM,UNIVERSITY AVE / M L KING JR WAY,T,WF4TWN
2016-00019027,04/02/2016 12:34:00 PM,SEVENTH ST / FOLGER AVE,T,BF2TCN
2016-00019033,04/02/2016 01:03:00 PM,2200 BLOCK SIXTH ST,T,WF4TCN
2016-00019035,04/02/2016 01:18:00 PM,UNIVERSITY AVE / W FRONTAGE RD,T,BM3TCN
2016-00019039,04/02/2016 01:37:00 PM,UNIVERSITY AVE / SIXTH ST,T,WF4TCN
2016-00019040,04/02/2016 01:44:00 PM,ALLSTON WAY / SIXTH ST,T,HM4TCN
2016-00019042,04/02/2016 01:56:00 PM,HEARST AVE / SIXTH ST,T,OM4TCN
2016-00019045,04/02/2016 02:08:00 PM,NINTH ST / GILMAN ST,T,BM3TCN
2016-00019050,04/02/2016 02:57:00 PM,CHANNING WAY / DANA ST,1194,BM4RWN
2016-00019058,04/02/2016 03:21:00 PM,FAIR /BALEK,T,BF4TWN
2016-00019063,04/02/2016 03:52:00 PM,MONTEREY AVE / COLUSA AVE,T,WM3TWN
2016-00019065,04/02/2016 03:59:00 PM,M L KING JR WAY / CEDAR ST,T,WF4TCN
2016-00019069,04/02/2016 04:13:00 PM,ADELINE ST / ASHBY AVE,T,BM3TWS
2016-00019073,04/02/2016 04:31:00 PM,RUSSELL ST / SACRAMENTO ST,T,BF4TWS
2016-00019075,04/02/2016 04:39:00 PM,ALLSTON WAY / SACRAMENTO ST,T,WM3TCN
2016-00019087,04/02/2016 05:45:00 PM,UNIVERSITY AVE / SIXTH ST,T,WF3TCN
2016-00019088,04/02/2016 05:46:00 PM,SONOMA AVE / MONTEREY AVE,T,WM3TWN
2016-00019089,04/02/2016 05:53:00 PM,MONTEREY AVE / POSEN AVE,T,WF4TCN
2016-00019090,04/02/2016 05:57:00 PM,UNIVERSITY AVE / SIXTH ST,T,WM4TCN
2016-00019092,04/02/2016 06:15:00 PM,UNIVERSITY AVE / SIXTH ST,T,WM3TCN
2016-00019102,04/02/2016 07:16:00 PM,MARINA,1194,M
2016-00019113,04/02/2016 08:15:00 PM,GRANT ST / HEARST AVE,1194,P
2016-00019120,04/02/2016 08:52:00 PM,SACRAMENTO ST / HARMON ST,T,BM4TWS
2016-00019129,04/02/2016 09:44:00 PM,SIXTY-THIRD ST / KING ST,1194,"BM2IAS, FA - TIGHT, P"
2016-00019133,04/02/2016 10:10:00 PM,ALCATRAZ AVE / CALIFORNIA ST,T,BF3TWN
2016-00019134,04/02/2016 10:20:00 PM,HARPER ST / WOOLSEY ST,1194B,"AR, P"
2016-00019135,04/02/2016 10:20:00 PM,SIXTH ST / CEDAR ST,T,BF4TWN
2016-00019137,04/02/2016 10:27:00 PM,CEDAR ST / SIXTH ST,T,"AR, P"
2016-00019138,04/02/2016 10:32:00 PM,SIXTH ST / HEARST AVE,T,BF3TWN
2016-00019141,04/02/2016 10:41:00 PM,SHATTUCK AVE / DURANT AVE,1194,WM3TWN
2016-00019153,04/02/2016 11:51:00 PM,DURANT AVE / FULTON ST,T,AM2TCN
2016-00019162,04/03/2016 12:18:00 AM,ASHBY AVE / CLAREMONT CRES,T,AM2TWN
2016-00019166,04/03/2016 12:44:00 AM,PIEDMONT AVE / DURANT AVE,T,BF1TCN
2016-00019214,04/03/2016 12:04:00 PM,CEDAR ST / MILVIA ST,T,HM4TCN
2016-00019245,04/03/2016 02:47:00 PM,900 BLOCK UNIVERSITY AVE,T,AM2IWN
2016-00019248,04/03/2016 03:10:00 PM,STUART ST / ADELINE ST,1196,P
2016-00019261,04/03/2016 04:44:00 PM,OXFORD ST / VIRGINIA ST,T,HF3TCN
2016-00019263,04/03/2016 04:57:00 PM,37.8737437730001~-122.271176713,1194,WM4KWS
2016-00019278,04/03/2016 06:49:00 PM,2200 BLOCK FOURTH ST,1194,WM4WWN
2016-00019279,04/03/2016 06:56:00 PM,FOURTH ST / HEARST AVE,1194,BM3KWS
2016-00019282,04/03/2016 07:05:00 PM,SEVENTH ST / PAGE ST,1196,"BM4KAS, P"
2016-00019296,04/03/2016 08:12:00 PM,SIXTY-SECOND ST / MARKET ST,T,BM4TWN
2016-00019300,04/03/2016 08:43:00 PM,SAN PABLO AVE / HARRISON ST,1194B,WM2TWN
2016-00019302,04/03/2016 08:45:00 PM,1200 BLOCK SAN PABLO AVE,1194,"WM3RWN, WM3RWS"
2016-00019303,04/03/2016 08:46:00 PM,37.865677884~-122.257266565,1194,WM2IWS
2016-00019305,04/03/2016 09:04:00 PM,HILLEGASS AVE / DWIGHT WAY,1194,BM4ICN
2016-00019306,04/03/2016 09:13:00 PM,BERKELEY WAY / SHATTUCK AVE,T,WM3TCN
2016-00019309,04/03/2016 09:23:00 PM,TELEGRAPH AVE / PARKER ST,T,WF2TWN
2016-00019310,04/03/2016 09:24:00 PM,TELEGRAPH AVE / WARD ST,T,M
2016-00019311,04/03/2016 09:26:00 PM,SAN PABLO AVE / JONES ST,T,BM2TWN
2016-00019313,04/03/2016 09:32:00 PM,TELEGRAPH AVE / WARD ST,T,M
2016-00019314,04/03/2016 09:36:00 PM,OXFORD ST / CENTER ST,T,HM3TCN
2016-00019315,04/03/2016 09:36:00 PM,SIXTY-SECOND ST / LOWELL ST,T,BM4TWN
2016-00019317,04/03/2016 09:46:00 PM,SIXTH ST / UNIVERSITY AVE,T,HM4TWN
2016-00019318,04/03/2016 09:52:00 PM,COLLEGE AVE / RUSSELL ST,T,WM4TWN
2016-00019319,04/03/2016 09:57:00 PM,UNIVERSITY AVE / MCGEE AVE,T,BM4TWN
2016-00019320,04/03/2016 10:02:00 PM,UNIVERSITY AVE / BONAR ST,T,HM4TWN
2016-00019321,04/03/2016 10:09:00 PM,FOURTH ST / GILMAN ST,T,BF3TWN
2016-00019322,04/03/2016 10:12:00 PM,DOHR ST / WARD ST,T,"TOW, CO, WM4TAS, P"
2016-00019326,04/03/2016 10:35:00 PM,DWIGHT WAY / SEVENTH ST,T,BF1TWS
2016-00019328,04/03/2016 10:39:00 PM,37.8787044545782~-122.304641908757,T,HF2TWN
2016-00019329,04/03/2016 10:48:00 PM,GILMAN ST / SIXTH ST,T,BM3TWN
2016-00019332,04/03/2016 11:14:00 PM,CEDAR ST / EIGHTH ST,T,OF2TWN
2016-00019334,04/03/2016 11:19:00 PM,SIXTH ST / HEARST AVE,T,WM2TWN
2016-00019335,04/03/2016 11:22:00 PM,SHATTUCK AVE / BERKELEY WAY,T,WM4TCN
2016-00019338,04/03/2016 11:31:00 PM,800 BLOCK FOLGER AVE,T,WF3TWN
2016-00019339,04/03/2016 11:35:00 PM,GIL 80 ON RAM,T,BM2TWN
2016-00019340,04/03/2016 11:41:00 PM,GILMAN ST / W FRONTAGE RD,T,HF2TWN
2016-00019341,04/03/2016 11:49:00 PM,UNIVERSITY AVE / W FRONTAGE RD,T,BF2TWN
2016-00019348,04/04/2016 01:00:00 AM,80 BLOCK BOLIVAR DR,1196,M
2016-00019353,04/04/2016 02:21:00 AM,TELEGRAPH AVE / DURANT AVE,1194,HM3IWN
2016-00019400,04/04/2016 11:41:00 AM,100 BLOCK BERKELEY SQ,1194,FC
2016-00019402,04/04/2016 11:49:00 AM,SACRAMENTO ST / DWIGHT WAY,T,WF3TWN
2016-00019415,04/04/2016 12:53:00 PM,KING ST / TYLER ST,T,BM3TWN
2016-00019428,04/04/2016 02:30:00 PM,FULTON ST / DWIGHT WAY,T,OF3TCN
2016-00019433,04/04/2016 02:54:00 PM,FULTON ST / CHANNING WAY,1194B,AM2TWN
2016-00019448,04/04/2016 04:07:00 PM,2100 BLOCK BERKELEY WAY,1194,WM4RWN
2016-00019452,04/04/2016 04:19:00 PM,OHLONE PARK,1194,WM2RWN
2016-00019516,04/04/2016 09:30:00 PM,UNIVERSITY AVE / WEST ST,T,OM2TWN
2016-00019530,04/04/2016 11:21:00 PM,UNIVERSITY AVE / M L KING JR WAY,T,"WF2TWN, WM2TWN"
2016-00019531,04/04/2016 11:29:00 PM,CEDAR ST / MILVIA ST,T,OF2TCN
2016-00019533,04/04/2016 11:32:00 PM,ALLSTON WAY / MILVIA ST,1194,M
2016-00019534,04/04/2016 11:43:00 PM,SHATTUCK AVE / CEDAR ST,T,BM2TCN
2016-00019538,04/04/2016 11:51:00 PM,ADELINE ST / STUART ST,T,M
2016-00019540,04/04/2016 11:55:00 PM,DWIGHT WAY / FOURTH ST,T,WM3TWN
2016-00019546,04/05/2016 12:19:00 AM,BANCROFT WAY / ELLSWORTH ST,1194,BM3IWN
2016-00019551,04/05/2016 01:29:00 AM,ADDISON ST / FOURTH ST,1194,"WF2IWS, WM3IAS, P"
2016-00019554,04/05/2016 01:56:00 AM,ADELINE ST / ALCATRAZ AVE,T,OM4TWN
2016-00019557,04/05/2016 02:47:00 AM,ADELINE ST / ALCATRAZ AVE,T,BM2TWN
2016-00019558,04/05/2016 03:04:00 AM,2200 BLOCK FULTON,1194,M
2016-00019560,04/05/2016 03:12:00 AM,UNIVERSITY AVE / BONAR ST,T,AM3TWN
2016-00019561,04/05/2016 03:23:00 AM,FAIRVIEW/ELLIS ST,1194,HM3IWN
2016-00019566,04/05/2016 04:33:00 AM,TELE/PARKER,1196,WM4TWN
2016-00019567,04/05/2016 04:36:00 AM,HASTE ST/BOWDITCH ST,T,OM3TWN
2016-00019568,04/05/2016 04:42:00 AM,BANCROFT WAY / ELLSWORTH ST,1194,WF4IWS
2016-00019569,04/05/2016 04:59:00 AM,HASTE ST / SHATTUCK AVE,1194,P
2016-00019618,04/05/2016 11:38:00 AM,SAN PABLO AVE / BANCROFT WAY,T,AM2TCN
2016-00019622,04/05/2016 11:57:00 AM,ASHBY AVE / ACTON ST,T,WM3TCN
2016-00019630,04/05/2016 12:12:00 PM,SAN PABLO AVE / ASHBY AVE,T,BM4TCN
2016-00019633,04/05/2016 12:25:00 PM,HEINZ AVE / TENTH ST,1194B,WM4TCN
2016-00019635,04/05/2016 12:34:00 PM,EUCLID AVE / MARIN AVE,T,WF4TCN
2016-00019637,04/05/2016 12:38:00 PM,SAN PABLO AVE / UNIVERSITY AVE,T,OM4TCN
2016-00019639,04/05/2016 12:53:00 PM,FULTON ST / CHANNING WAY,T,AM2TWN
2016-00019642,04/05/2016 01:00:00 PM,UNIVERSITY AVE / TENTH ST,T,OM2TCN
2016-00019644,04/05/2016 01:05:00 PM,SHATTUCK AVE / BANCROFT WAY,T,AM4TCN
2016-00019650,04/05/2016 01:20:00 PM,UNIVERSITY AVE / EIGHTH ST,T,AM4TCN
2016-00019658,04/05/2016 02:04:00 PM,ADDISON ST / MCKINLEY AVE,T,WF4TWN
2016-00019661,04/05/2016 02:13:00 PM,TENTH ST / ADDISON ST,T,WM4TWS
2016-00019664,04/05/2016 02:29:00 PM,SHATTUCK AVE / CHANNING WAY,T,OF2TCN
2016-00019665,04/05/2016 02:33:00 PM,NINTH ST / CHANNING WAY,T,BF3TWN
2016-00019668,04/05/2016 02:44:00 PM,PARKER ST / SAN PABLO AVE,T,HM4TCN
2016-00019669,04/05/2016 02:45:00 PM,SIXTH ST / BANCROFT WAY,T,BM3TWN
2016-00019676,04/05/2016 03:06:00 PM,1600 BLOCK BANCROFT WAY,T,BM4TCN
2016-00019677,04/05/2016 03:09:00 PM,SHATTUCK AVE / CHANNING WAY,T,WF2TCN
2016-00019761,04/05/2016 11:04:00 PM,DWIGHT WAY / FULTON ST,T,M
2016-00019764,04/05/2016 11:12:00 PM,ASHBY AVE / MABEL ST,T,HM2TWN
2016-00019766,04/05/2016 11:21:00 PM,RUSSELL ST / CHERRY ST,T,WF4TWN
2016-00019767,04/05/2016 11:22:00 PM,LA LOMA AVE / BUENA VISTA WAY,T,WF2TWN
2016-00019771,04/05/2016 11:57:00 PM,SAN PABLO AVE / ASHBY AVE,T,HF2TCN
2016-00019772,04/06/2016 12:01:00 AM,CHANNING WAY / FULTON ST,1194B,M
2016-00019776,04/06/2016 12:15:00 AM,SIXTY-THIRD ST / BAKER ST,1194B,BM2TWS
2016-00019778,04/06/2016 12:21:00 AM,CRESTON RD / MARIN AVE,T,HM4TWN
2016-00019779,04/06/2016 12:24:00 AM,CHANNING WAY / BOWDITCH ST,T,OM2TWN
2016-00019782,04/06/2016 01:07:00 AM,SOLANO AVE / CURTIS ST,T,HM4TWN
2016-00019786,04/06/2016 02:30:00 AM,ASHBY AVE / ADELINE ST,T,WM4TWN
2016-00019787,04/06/2016 02:42:00 AM,ALCATRAZ AVE / HERZOG ST,T,HM2TWN
2016-00019788,04/06/2016 02:49:00 AM,SHATT/ALCATRAZ AVE,T,WF3TWN
2016-00019789,04/06/2016 03:04:00 AM,2400 BLOCK SHATTUCK AVE,T,OM2TWS
2016-00019791,04/06/2016 03:10:00 AM,37.8604074730001~-122.299189454,1196,WM4IWN
2016-00019792,04/06/2016 03:28:00 AM,SHATTUCK AVE / DURANT AVE,1194,"AR, P"
2016-00019795,04/06/2016 03:58:00 AM,SHATTUCK AVE / KITTREDGE ST,1194,BM3KWS
2016-00019802,04/06/2016 06:38:00 AM,TELEGRAPH AVE / DERBY ST,1194,"FC, WM3IWN, WF2IWN"
2016-00019830,04/06/2016 10:22:00 AM,ASHBY AVE / SEVENTH ST,T,"AF1KAS, P"
2016-00019838,04/06/2016 11:21:00 AM,SHATTUCK AVE / BANCROFT WAY,1194,WF3IWN
2016-00019845,04/06/2016 11:41:00 AM,DELAWARE ST / WEST ST,T,OM3TCN
2016-00019853,04/06/2016 12:08:00 PM,FULTON ST / HASTE ST,T,BM2TCN
2016-00019854,04/06/2016 12:12:00 PM,1800 BLOCK UNIVERSITY AVE,T,WM4TWN
2016-00019857,04/06/2016 12:26:00 PM,ASHBY AVE / ELLIS ST,T,BF3TCN
2016-00019861,04/06/2016 12:41:00 PM,ADELINE ST / ASHBY AVE,T,WF3TCN
2016-00019863,04/06/2016 12:48:00 PM,HASTE ST / MILVIA ST,T,OM4TCN
2016-00019893,04/06/2016 04:05:00 PM,2500 BLOCK TELEGRAPH AVE,1194,WM4RCN
2016-00019902,04/06/2016 04:38:00 PM,CHANNING WAY / SHATTUCK AVE,T,HF2TWN
2016-00019913,04/06/2016 05:11:00 PM,HEARST/GRANT,T,WF3TCN
2016-00019915,04/06/2016 05:20:00 PM,M L KING JR WAY / UNIVERSITY AVE,T,WM2TCN
2016-00019926,04/06/2016 06:15:00 PM,ADELINE ST / WOOLSEY ST,1194,AR
2016-00019959,04/06/2016 09:21:00 PM,MLK/CARL,T,M
2016-00019966,04/06/2016 09:33:00 PM,THE A/HOPK,T,HF4TWN
2016-00019979,04/06/2016 10:08:00 PM,SHATTUCK AVE / ROSE ST,T,WM4TWN
2016-00019980,04/06/2016 10:12:00 PM,CALIFORNIA ST / WOOLSEY ST,T,BM3RCN
2016-00019983,04/06/2016 10:16:00 PM,SUTTER ST / AMADOR AVE,T,P
2016-00019998,04/06/2016 11:16:00 PM,37.8693028530001~-122.272234021,1194,"BM3IAS, P"
2016-00020001,04/06/2016 11:42:00 PM,2600 BLOCK TELEGRAPH AVE,1194,M
2016-00020007,04/07/2016 12:25:00 AM,DURANT AVE / FULTON ST,T,M
2016-00020008,04/07/2016 12:32:00 AM,SOLANO AVE / THE ALAMEDA,T,BM2TWN
2016-00020009,04/07/2016 12:35:00 AM,1200 BLOCK UNIVERSITY AVE,1194B,BM4TWN
2016-00020010,04/07/2016 12:38:00 AM,SOLANO AVE/PERALTA AVE,T,WF3TWN
2016-00020012,04/07/2016 12:50:00 AM,SHATT/BANC,T,AM1TWS
2016-00020014,04/07/2016 12:56:00 AM,ALLSTON WAY / FOURTH ST,1194B,BM4TWN
2016-00020016,04/07/2016 01:06:00 AM,SHATTUCK AVE / ASHBY AVE,T,WF2TWS
2016-00020027,04/07/2016 03:21:00 AM,BONITA AVE / UNIVERSITY AVE,T,HM2TWN
2016-00020028,04/07/2016 03:25:00 AM,ADDISON ST / MILVIA ST,1194B,P
2016-00020029,04/07/2016 03:56:00 AM,CHANNING WAY / BROWNING ST,T,AM3TWN
2016-00020030,04/07/2016 03:59:00 AM,M L KING JR WAY / RUSSELL ST,1194,"BM4KWS, M"
2016-00020033,04/07/2016 04:38:00 AM,HELEN CT / SIXTY-SIXTH ST,1194,BM4IWN
2016-00020034,04/07/2016 04:43:00 AM,ADELINE ST / ALCATRAZ AVE,T,AF4TWN
2016-00020041,04/07/2016 07:00:00 AM,UNIVERSITY AVE / SIXTH ST,T,BM3TCN
2016-00020042,04/07/2016 07:18:00 AM,UNIVERSITY AVE / SIXTH ST,T,HM4TCN
2016-00020044,04/07/2016 07:34:00 AM,UNIVERSITY AVE / CHESTNUT ST,T,WM2TCN
2016-00020047,04/07/2016 07:48:00 AM,UNIVERSITY AVE / W FRONTAGE RD,T,WM2TCN
2016-00020048,04/07/2016 07:50:00 AM,UNIVERSITY AVE / TENTH ST,T,HF2TCN
2016-00020049,04/07/2016 07:55:00 AM,UNIVERSITY AVE / SIXTH ST,T,HF3TCN
2016-00020050,04/07/2016 07:59:00 AM,JEFFERSON AVE / ALLSTON WAY,T,OF3TCN
2016-00020051,04/07/2016 08:04:00 AM,UNIVERSITY AVE / EIGHTH ST,T,HM4TCN
2016-00020055,04/07/2016 08:15:00 AM,UNIVERSITY AVE / SIXTH ST,T,WM3TCN
2016-00020056,04/07/2016 08:19:00 AM,UNIVERSITY AVE / EIGHTH ST,T,HM2TCN
2016-00020058,04/07/2016 08:29:00 AM,UNIVERSITY AVE / SIXTH ST,T,BF3TCN
2016-00020059,04/07/2016 08:35:00 AM,UNIVERSITY AVE / BONAR ST,T,AF4TCN
2016-00020060,04/07/2016 08:37:00 AM,2900 BLOCK SACRAMENTO ST,1194,M
